userId,courseId,currentScore,finalScore,currentGrade,finalGrade,courseAvgGrade,teacherId,teacherName,courseCode,CS 124,CS 124 Average,CS 165,CS 165 Average,CS 235,CS 235 Average,Core Average
32149,28666,39.02,29.91,F,F,67.6454,36880,Richard Grimmett,ECEN101,63.64,31.9428,,,,,63.64
87839,28666,100,85.98,A,B,67.6454,36880,Richard Grimmett,ECEN101,96.68,33.1836,,,,,96.68
98737,28666,82.61,71.03,B-,C-,67.6454,36880,Richard Grimmett,ECEN101,64.26,33.1836,,,,,64.26
30004,28666,46.34,35.51,F,F,67.6454,36880,Richard Grimmett,ECEN101,65,76.70454545,92,86.17073171,85,80.12121212,80.66666667
78835,28666,100,100,A,A,67.6454,36880,Richard Grimmett,ECEN101,,,,,,,
95759,28666,95.12,72.9,A,C-,67.6454,36880,Richard Grimmett,ECEN101,,,,,,,
457,28454,49.42,25.05,F,F,47.8825,38125,William Clements,CS498R,,,,,78,72.71428571,78
15554,28454,0.01,0,F,F,47.8825,38125,William Clements,CS498R,,,,,,,
27978,28454,100,82.25,A,B-,47.8825,38125,William Clements,CS498R,97.14,72.49766667,95,89.61363636,,,96.07
18417,28454,100,84.22,A,B,47.8825,38125,William Clements,CS498R,88.02,76.56358974,95,82.12727273,95,80.57142857,92.67333333
27294,28448,27.28,19.87,F,F,47.0926,36880,Richard Grimmett,CS470,,,,,,,
30076,28448,98.71,74.06,A,C,47.0926,36880,Richard Grimmett,CS470,97.08,78.24365854,95,85.25714286,95,88.41025641,95.69333333
45235,28448,38.33,1.26,F,F,47.0926,36880,Richard Grimmett,CS470,75,66.953125,85,84.5,78,84.51428571,79.33333333
9732,28448,97.49,71.3,A,C-,47.0926,36880,Richard Grimmett,CS470,,,83,77.5,83,77.47058824,83
33571,28448,91.65,73.32,A-,C,47.0926,36880,Richard Grimmett,CS470,,,,,95,77.55882353,95
4189,28448,68.63,51.83,D+,F,47.0926,36880,Richard Grimmett,CS470,92,76.55882353,85,75.85074627,95,84.51428571,90.66666667
16918,28448,100.55,80.44,A,B-,47.0926,36880,Richard Grimmett,CS470,95,77.72340426,95,83.63636364,95,80.12121212,95
29735,28448,87.65,64.07,B+,D,47.0926,36880,Richard Grimmett,CS470,,,72.87,75.056,85,90.86842105,78.935
7209,28448,83.17,60.84,B,D-,47.0926,36880,Richard Grimmett,CS470,97.3,72.39350877,95,79.32258065,95,90.35483871,95.76666667
8932,28448,96.52,72.15,A,C-,47.0926,36880,Richard Grimmett,CS470,,,95,77.5,92,75.85714286,93.5
20182,28448,93.6,70.02,A,C-,47.0926,36880,Richard Grimmett,CS470,,,88,81.07407407,95,88.41025641,91.5
6506,28448,99.53,74.53,A,C,47.0926,36880,Richard Grimmett,CS470,,,92,84.87096774,95,88.0952381,93.5
763,28448,62.97,46.01,D-,F,47.0926,36880,Richard Grimmett,CS470,75,66.953125,88,84.97619048,75,73.81818182,79.33333333
24207,28448,null,0,null,F,47.0926,36880,Richard Grimmett,CS470,100,60.91305556,95,84.97619048,95,77.91176471,96.66666667
12229,28448,36.69,27.81,F,F,47.0926,36880,Richard Grimmett,CS470,95,82.50561798,92,73.10714286,78,90.35483871,88.33333333
17479,28448,81.14,60.91,B-,D-,47.0926,36880,Richard Grimmett,CS470,83,76.35227273,83,82.97368421,83,80.12121212,83
13926,28448,95.8,70.07,A,C-,47.0926,36880,Richard Grimmett,CS470,88.02,66.4255,78.18,26.066,,,83.1
14861,28448,46.81,30.99,F,F,47.0926,36880,Richard Grimmett,CS470,95,76.70454545,95,82.97368421,95,90.86842105,95
27967,28448,80.07,58.53,B-,F,47.0926,36880,Richard Grimmett,CS470,,,88,77.5,83,76.69230769,85.5
8094,28448,82.31,61.69,B-,D-,47.0926,36880,Richard Grimmett,CS470,95.6,78.24365854,95,82.97368421,95,90.86842105,95.2
12461,28448,null,0,null,F,47.0926,36880,Richard Grimmett,CS470,,,,,,,
6806,28448,86.41,64.79,B,D,47.0926,36880,Richard Grimmett,CS470,,,,,,,
30045,28448,93.89,68.65,A,D+,47.0926,36880,Richard Grimmett,CS470,,,,,,,
26857,28448,null,0,null,F,47.0926,36880,Richard Grimmett,CS470,,,92,81.71428571,95,82.22857143,93.5
24749,28448,96.84,77.47,A,C+,47.0926,36880,Richard Grimmett,CS470,84.71,71.78333333,95,79.32258065,92,77.78787879,90.57
18119,28448,34.62,25.31,F,F,47.0926,36880,Richard Grimmett,CS470,,,73.11,75.056,92,75.85714286,82.555
26027,28448,null,0,null,F,47.0926,36880,Richard Grimmett,CS470,99.25,70.69857143,95,82.97368421,88,75.36842105,94.08333333
17871,28448,83.11,60.8,B,D-,47.0926,36880,Richard Grimmett,CS470,null,31.9428,92,77.96428571,85,80.84615385,88.5
6505,28448,80.4,58.74,B-,F,47.0926,36880,Richard Grimmett,CS470,85,76.35227273,78,82.97368421,85,90.86842105,82.66666667
14132,28448,68.74,50.19,D+,F,47.0926,36880,Richard Grimmett,CS470,,,94.31,75.056,88,82.09090909,91.155
35380,28448,null,0,null,F,47.0926,36880,Richard Grimmett,CS470,85,76.35227273,88,83.63636364,50,74.13636364,74.33333333
23555,28448,68.77,50.28,D+,F,47.0926,36880,Richard Grimmett,CS470,73.05,46.3128,,,,,73.05
9881,28448,55.92,40.85,F,F,47.0926,36880,Richard Grimmett,CS470,,,95,81.07407407,73,88.0952381,84
34046,28448,94.17,68.83,A,D+,47.0926,36880,Richard Grimmett,CS470,85,76.70454545,95,82.97368421,75,75.85714286,85
35599,28448,57.57,42.11,F,F,47.0926,36880,Richard Grimmett,CS470,,,95.91,75.056,75,77.32142857,85.455
8550,28448,94.29,75.43,A,C,47.0926,36880,Richard Grimmett,CS470,96.81,78.24365854,95,82.09876543,92,88.41025641,94.60333333
33814,28448,79.16,57.93,C+,F,47.0926,36880,Richard Grimmett,CS470,,,88,77.5,85,77.78787879,86.5
1745,28448,62.41,26.97,D-,F,47.0926,36880,Richard Grimmett,CS470,92,80.75438596,65,81.02777778,95,90.86842105,84
12763,28448,79.84,60.01,C+,D-,47.0926,36880,Richard Grimmett,CS470,95,82.50561798,95,84.87096774,95,87.94117647,95
17387,28448,11.96,4.39,F,F,47.0926,36880,Richard Grimmett,CS470,41.33,78.13083333,75,77.36842105,88,77.78787879,68.11
7857,28448,80.15,60.28,B-,D-,47.0926,36880,Richard Grimmett,CS470,95.64,66.661875,95,85.96153846,95,88.0952381,95.21333333
23192,28448,95.29,71.35,A,C-,47.0926,36880,Richard Grimmett,CS470,95,77.35714286,83,75.85074627,92,84.51428571,90
18169,28448,69.95,51.07,D+,F,47.0926,36880,Richard Grimmett,CS470,97.66,72.39350877,95,77.36842105,92,75.85714286,94.88666667
24361,28448,61.92,45.26,D-,F,47.0926,36880,Richard Grimmett,CS470,,,,,95,88.41025641,95
29594,28448,84.52,67.62,B,D+,47.0926,36880,Richard Grimmett,CS470,93.67,58.84233333,85,85.96153846,95,88.0952381,91.22333333
24742,28448,null,0,null,F,47.0926,36880,Richard Grimmett,CS470,75,66.953125,88,82.12727273,85,80.84615385,82.66666667
27499,28448,41.97,30.64,F,F,47.0926,36880,Richard Grimmett,CS470,,,,,85,77.32142857,85
5241,28448,18.03,13.11,F,F,47.0926,36880,Richard Grimmett,CS470,,,,,78,77.55882353,78
9656,28448,85.82,67.38,B,D+,47.0926,36880,Richard Grimmett,CS470,93.53,69.9869697,95,84.87096774,88,77.79411765,92.17666667
10468,28448,62.2,45.47,D-,F,47.0926,36880,Richard Grimmett,CS470,,,,,,,
8894,28446,89.71,64.54,B+,D,38.70955556,37299,Ron Jones,CS460,,,95,84.87096774,92,78.75757576,93.5
12696,28446,85.19,1.15,B,F,38.70955556,37299,Ron Jones,CS460,88.44,57.66810811,75,78.72093023,96.25,60.31285714,86.56333333
11472,28446,69.12,14.74,D+,F,38.70955556,37299,Ron Jones,CS460,,,95,84.97619048,85,88.0952381,90
15943,28446,86.54,61.76,B,D-,38.70955556,37299,Ron Jones,CS460,95,76.70454545,95,81.30952381,88,80.12121212,92.66666667
4189,28446,77.04,54.28,C+,F,38.70955556,37299,Ron Jones,CS460,92,76.55882353,85,75.85074627,95,84.51428571,90.66666667
16848,28446,95.91,70.16,A,C-,38.70955556,37299,Ron Jones,CS460,,,99.58,75.056,95,77.47058824,97.29
32000,28446,49.87,18.35,F,F,38.70955556,37299,Ron Jones,CS460,94.55,70.69857143,92,82.97368421,78,80.12121212,88.18333333
31785,28446,69.04,48.56,D+,F,38.70955556,37299,Ron Jones,CS460,,,,,83,82.22857143,83
29014,28446,96.31,70.48,A,C-,38.70955556,37299,Ron Jones,CS460,,,95,81.07407407,95,77.47058824,95
20182,28446,91.21,66.28,A-,D,38.70955556,37299,Ron Jones,CS460,,,88,81.07407407,95,88.41025641,91.5
12229,28446,35.94,8.26,F,F,38.70955556,37299,Ron Jones,CS460,95,82.50561798,92,73.10714286,78,90.35483871,88.33333333
29373,28446,79.29,56.51,C+,F,38.70955556,37299,Ron Jones,CS460,0,49.5586,,,,,0
17479,28446,80.82,57.02,B-,F,38.70955556,37299,Ron Jones,CS460,83,76.35227273,83,82.97368421,83,80.12121212,83
44370,28446,0,0,F,F,38.70955556,37299,Ron Jones,CS460,95,77.72340426,95,77.96428571,50,77.91176471,80
25232,28446,63.72,23.51,D,F,38.70955556,37299,Ron Jones,CS460,,,48.07,75.056,78,90.86842105,63.035
14366,28446,82.81,59.61,B-,F,38.70955556,37299,Ron Jones,CS460,88,82.50561798,88,81.07407407,88,81.11111111,88
16920,28446,90.74,66.3,A-,D,38.70955556,37299,Ron Jones,CS460,,,,,,,
17207,28446,89.24,64.22,B+,D,38.70955556,37299,Ron Jones,CS460,,,98.52,84.5271875,88,90.33333333,93.26
11403,28446,84.17,59.98,B,F,38.70955556,37299,Ron Jones,CS460,,,,,68,77.47058824,68
6505,28446,55.77,20.06,F,F,38.70955556,37299,Ron Jones,CS460,85,76.35227273,78,82.97368421,85,90.86842105,82.66666667
6203,28446,null,0,null,F,38.70955556,37299,Ron Jones,CS460,,,95,84.97619048,95,85.8125,95
6967,28446,78.1,55.51,C+,F,38.70955556,37299,Ron Jones,CS460,95.27,78.24365854,95,77.36842105,85,80.12121212,91.75666667
17192,28446,44.96,20.29,F,F,38.70955556,37299,Ron Jones,CS460,75,76.70454545,83,82.97368421,85,88.26923077,81
45538,28446,100,0.3,A,F,38.70955556,37299,Ron Jones,CS460,,,,,78,76.69230769,78
44392,28446,89.35,64.62,B+,D,38.70955556,37299,Ron Jones,CS460,96.9,66.661875,95,84.87096774,95,85.8125,95.63333333
23400,28446,63.57,44.05,D,F,38.70955556,37299,Ron Jones,CS460,84.2,72.39350877,75,77.36842105,78,75.36842105,79.06666667
22582,28446,60.97,20.43,D-,F,38.70955556,37299,Ron Jones,CS460,,,,,,,
24202,28446,89.08,61.41,B+,D-,38.70955556,37299,Ron Jones,CS460,85,76.70454545,95,84.97619048,95,73.81818182,91.66666667
21238,28446,85.71,61.14,B,D-,38.70955556,37299,Ron Jones,CS460,100,76.05957895,95,84.87096774,88,77.47058824,94.33333333
28462,28446,null,0,null,F,38.70955556,37299,Ron Jones,CS460,92,77.35714286,73,75.85074627,,,82.5
12763,28446,64.79,10.83,D,F,38.70955556,37299,Ron Jones,CS460,95,82.50561798,95,84.87096774,95,87.94117647,95
4837,28446,72.88,51.68,C-,F,38.70955556,37299,Ron Jones,CS460,82.64,76.05957895,78,79.32258065,83,73.70833333,81.21333333
7857,28446,null,0,null,F,38.70955556,37299,Ron Jones,CS460,95.64,66.661875,95,85.96153846,95,88.0952381,95.21333333
33489,28446,82.48,59.43,B-,F,38.70955556,37299,Ron Jones,CS460,94.6,72.39350877,95,74.66666667,88,77.79411765,92.53333333
6274,28446,27.55,15.53,F,F,38.70955556,37299,Ron Jones,CS460,80.82,77.88666667,73,81.71428571,83,87.94117647,78.94
132487,28446,95.65,0.55,A,F,38.70955556,37299,Ron Jones,CS460,,,,,,,
11793,28446,87.87,63.2,B+,D,38.70955556,37299,Ron Jones,CS460,,,95,81.07407407,78,77.79411765,86.5
2322,28446,80.75,56.79,B-,F,38.70955556,37299,Ron Jones,CS460,90.27,76.05957895,85,73.10714286,95,93.66666667,90.09
30997,28446,85.13,61.49,B,D-,38.70955556,37299,Ron Jones,CS460,94.63,76.56358974,95,82.12727273,92,85.8125,93.87666667
29594,28446,81.1,57.4,B-,F,38.70955556,37299,Ron Jones,CS460,93.67,58.84233333,85,85.96153846,95,88.0952381,91.22333333
20142,28446,null,0,null,F,38.70955556,37299,Ron Jones,CS460,37.89,72.39350877,92,82.97368421,73,75.85714286,67.63
18915,28446,90.32,65.76,A-,D,38.70955556,37299,Ron Jones,CS460,98.43,72.39350877,95,82.09876543,95,75.36842105,96.14333333
9656,28446,88.45,62.28,B+,D-,38.70955556,37299,Ron Jones,CS460,93.53,69.9869697,95,84.87096774,88,77.79411765,92.17666667
20332,28446,67.07,23.17,D+,F,38.70955556,37299,Ron Jones,CS460,94.25,75.689,95,82.64864865,92,77.91176471,93.75
33197,28446,100,0.3,A,F,38.70955556,37299,Ron Jones,CS460,98.97,75.689,95,82.64864865,95,84.51428571,96.32333333
631,28444,96.16,57.03,A,F,40.0212,616,Scott Burton,CS450,96.23,79.93166667,95,81.02777778,95,90.86842105,95.41
43028,28444,86.77,48.21,B,F,40.0212,616,Scott Burton,CS450,97.22,62.33129032,95,74.05,78,80.57142857,90.07333333
44696,28444,88.06,50.52,B+,F,40.0212,616,Scott Burton,CS450,62.01,61.07578947,85,82.85,83,75.85714286,76.67
2276,28444,94.41,40.43,A,F,40.0212,616,Scott Burton,CS450,75.27,72.80058824,95,79.66666667,88,75.85714286,86.09
5831,28444,61.04,20.42,D-,F,40.0212,616,Scott Burton,CS450,95,76.70454545,95,81.30952381,75,75.36842105,88.33333333
9039,28444,76.78,37.41,C,F,40.0212,616,Scott Burton,CS450,,,,,,,
24172,28444,94.5,55.71,A,F,40.0212,616,Scott Burton,CS450,95.8,69.9869697,95,82.85,85,75.36842105,91.93333333
33213,28444,93.89,55.8,A,F,40.0212,616,Scott Burton,CS450,,,,,,,
9127,28444,95.31,55.68,A,F,40.0212,616,Scott Burton,CS450,,,75,74.66666667,85,74.13636364,80
9348,28444,94.37,54.58,A,F,40.0212,616,Scott Burton,CS450,,,,,,,
20275,28444,90.61,52.17,A-,F,40.0212,616,Scott Burton,CS450,,,,,,,
29014,28444,99.51,59.6,A,F,40.0212,616,Scott Burton,CS450,,,95,81.07407407,95,77.47058824,95
48969,28444,95.45,55.09,A,F,40.0212,616,Scott Burton,CS450,104.29,75.63827586,,,,,104.29
21796,28444,75.05,37.03,C,F,40.0212,616,Scott Burton,CS450,,,,,,,
6289,28444,97.57,57.38,A,F,40.0212,616,Scott Burton,CS450,95,76.55882353,,,,,95
34353,28444,84.23,37.67,B,F,40.0212,616,Scott Burton,CS450,,,,,95,85.42857143,95
24207,28444,98.86,58.92,A,F,40.0212,616,Scott Burton,CS450,100,60.91305556,95,84.97619048,95,77.91176471,96.66666667
7327,28444,79.27,22.75,C+,F,40.0212,616,Scott Burton,CS450,50,76.35227273,,,,,50
10104,28444,94.25,55.66,A,F,40.0212,616,Scott Burton,CS450,89.31,74.73641791,,,,,89.31
40397,28444,100,0.36,A,F,40.0212,616,Scott Burton,CS450,98.94,72.39350877,95,79.32258065,95,88.41025641,96.31333333
14113,28444,100,0.36,A,F,40.0212,616,Scott Burton,CS450,,,,,,,
34215,28444,null,0,null,F,40.0212,616,Scott Burton,CS450,,,73,84.87096774,92,88.41025641,82.5
352,28444,92.92,53.67,A-,F,40.0212,616,Scott Burton,CS450,97,77.30136986,95,82.12727273,95,85.8125,95.66666667
8519,28444,81.55,41.65,B-,F,40.0212,616,Scott Burton,CS450,94.72,76.05957895,92,84.87096774,85,82.09090909,90.57333333
44370,28444,97.38,2.78,A,F,40.0212,616,Scott Burton,CS450,95,77.72340426,95,77.96428571,50,77.91176471,80
25232,28444,90.82,52.92,A-,F,40.0212,616,Scott Burton,CS450,,,48.07,75.056,78,90.86842105,63.035
12529,28444,46,3.88,F,F,40.0212,616,Scott Burton,CS450,,,95,79.32258065,95,90.33333333,95
30768,28444,11.11,0.63,F,F,40.0212,616,Scott Burton,CS450,88.67,72.39350877,95,77.36842105,95,88.41025641,92.89
19277,28444,100,0.36,A,F,40.0212,616,Scott Burton,CS450,86.46,69.9869697,85,82.09876543,88,88.41025641,86.48666667
12110,28444,95.81,55.94,A,F,40.0212,616,Scott Burton,CS450,98.88,76.56358974,,,,,98.88
12620,28444,95.84,57.15,A,F,40.0212,616,Scott Burton,CS450,,,,,,,
23210,28444,98.64,59.32,A,F,40.0212,616,Scott Burton,CS450,85,76.70454545,,,,,85
17191,28444,90.82,52.81,A-,F,40.0212,616,Scott Burton,CS450,,,,,,,
35954,28444,98.43,58.64,A,F,40.0212,616,Scott Burton,CS450,91.7,78.24365854,,,,,91.7
26857,28444,76.81,35.37,C,F,40.0212,616,Scott Burton,CS450,,,92,81.71428571,95,82.22857143,93.5
6518,28444,96.06,55.93,A,F,40.0212,616,Scott Burton,CS450,,,,,,,
13155,28444,null,0,null,F,40.0212,616,Scott Burton,CS450,,,,,,,
6457,28444,94.36,55.73,A,F,40.0212,616,Scott Burton,CS450,,,,,,,
31470,28444,62.61,22.39,D-,F,40.0212,616,Scott Burton,CS450,,,,,,,
9908,28444,96.01,58.99,A,F,40.0212,616,Scott Burton,CS450,100,66.953125,95,82.12727273,95,80.57142857,96.66666667
25342,28444,89.13,50.23,B+,F,40.0212,616,Scott Burton,CS450,96.35,71.91,85,78.72093023,89.56,60.31285714,90.30333333
6505,28444,75.84,13.23,C,F,40.0212,616,Scott Burton,CS450,85,76.35227273,78,82.97368421,85,90.86842105,82.66666667
21027,28444,null,0,null,F,40.0212,616,Scott Burton,CS450,,,,,,,
18877,28444,95.19,56.37,A,F,40.0212,616,Scott Burton,CS450,,,88,84.87096774,88,78.75757576,88
23400,28444,85.67,47.49,B,F,40.0212,616,Scott Burton,CS450,84.2,72.39350877,75,77.36842105,78,75.36842105,79.06666667
15186,28444,92.06,52.2,A-,F,40.0212,616,Scott Burton,CS450,75,80.75438596,88,82.85,95,90.86842105,86
32100,28444,96.6,56.12,A,F,40.0212,616,Scott Burton,CS450,98.22,72.39350877,95,78.84,95,90.35483871,96.07333333
7096,28444,94.22,55.79,A,F,40.0212,616,Scott Burton,CS450,,,88,84.87096774,88,88.41025641,88
337,28444,98.26,58.66,A,F,40.0212,616,Scott Burton,CS450,,,,,95,88.0952381,95
27834,28444,71.9,30.03,C-,F,40.0212,616,Scott Burton,CS450,93.12,70.69857143,75,83.63636364,75,80.12121212,81.04
27760,28442,91.48,71.24,A-,C-,47.9826,38125,William Clements,CS432,95,77.35714286,88,84.97619048,,,91.5
27294,28442,15.01,0.92,F,F,47.9826,38125,William Clements,CS432,,,,,,,
8894,28442,79.62,62.78,C+,D-,47.9826,38125,William Clements,CS432,,,95,84.87096774,92,78.75757576,93.5
12696,28442,51.73,38.35,F,F,47.9826,38125,William Clements,CS432,88.44,57.66810811,75,78.72093023,96.25,60.31285714,86.56333333
7259,28442,97.36,76.1,A,C,47.9826,38125,William Clements,CS432,95,80.75438596,95,82.09876543,95,88.41025641,95
5831,28442,null,0,null,F,47.9826,38125,William Clements,CS432,95,76.70454545,95,81.30952381,75,75.36842105,88.33333333
9732,28442,88.05,68.46,B+,D+,47.9826,38125,William Clements,CS432,,,83,77.5,83,77.47058824,83
21773,28442,null,0,null,F,47.9826,38125,William Clements,CS432,,,,,92,82.22857143,92
3642,28442,84.91,66.5,B,D,47.9826,38125,William Clements,CS432,100.88,82.5304878,92,82.09876543,88,77.78787879,93.62666667
4189,28442,79.54,62.72,C+,D-,47.9826,38125,William Clements,CS432,92,76.55882353,85,75.85074627,95,84.51428571,90.66666667
24172,28442,84.9,66.57,B,D,47.9826,38125,William Clements,CS432,95.8,69.9869697,95,82.85,85,75.36842105,91.93333333
29735,28442,73.6,58.52,C,F,47.9826,38125,William Clements,CS432,,,72.87,75.056,85,90.86842105,78.935
7209,28442,98.37,76.13,A,C,47.9826,38125,William Clements,CS432,97.3,72.39350877,95,79.32258065,95,90.35483871,95.76666667
25903,28442,98.64,76.34,A,C,47.9826,38125,William Clements,CS432,98.24,72.39350877,88,79.32258065,95,90.35483871,93.74666667
29730,28442,66.01,51.94,D,F,47.9826,38125,William Clements,CS432,,,95,84.87096774,88,88.0952381,91.5
15120,28442,71.77,55.7,C-,F,47.9826,38125,William Clements,CS432,93.17,78.24365854,75,82.09876543,85,90.86842105,84.39
2020,28442,17.46,9.19,F,F,47.9826,38125,William Clements,CS432,100,76.05957895,95,84.87096774,95,88.0952381,96.66666667
2231,28442,81.47,61.99,B-,D-,47.9826,38125,William Clements,CS432,,,92,81.30952381,92,75.36842105,92
43,28442,29.65,5.56,F,F,47.9826,38125,William Clements,CS432,,,67.7,75.056,95,77.47058824,81.35
12229,28442,45.23,30.72,F,F,47.9826,38125,William Clements,CS432,95,82.50561798,92,73.10714286,78,90.35483871,88.33333333
4768,28442,96.33,75.28,A,C,47.9826,38125,William Clements,CS432,100,72.39350877,95,82.09876543,95,88.41025641,96.66666667
352,28442,null,0,null,F,47.9826,38125,William Clements,CS432,97,77.30136986,95,82.12727273,95,85.8125,95.66666667
8519,28442,74.17,58.49,C,F,47.9826,38125,William Clements,CS432,94.72,76.05957895,92,84.87096774,85,82.09090909,90.57333333
26431,28442,97.74,75.79,A,C,47.9826,38125,William Clements,CS432,,,83,84.97619048,,,83
27967,28442,85.22,67.24,B,D+,47.9826,38125,William Clements,CS432,,,88,77.5,83,76.69230769,85.5
8094,28442,82.74,65.08,B-,D,47.9826,38125,William Clements,CS432,95.6,78.24365854,95,82.97368421,95,90.86842105,95.2
19277,28442,11.47,3.37,F,F,47.9826,38125,William Clements,CS432,86.46,69.9869697,85,82.09876543,88,88.41025641,86.48666667
18740,28442,84.02,64.32,B,D,47.9826,38125,William Clements,CS432,95,82.50561798,88,77.36842105,95,77.78787879,92.66666667
12253,28442,73.82,57.23,C,F,47.9826,38125,William Clements,CS432,,,,,,,
26857,28442,72.68,58.48,C-,F,47.9826,38125,William Clements,CS432,,,92,81.71428571,95,82.22857143,93.5
31965,28442,97.38,75.6,A,C,47.9826,38125,William Clements,CS432,,,,,95,78.75757576,95
18119,28442,67.03,50.98,D+,F,47.9826,38125,William Clements,CS432,,,73.11,75.056,92,75.85714286,82.555
154,28442,50.83,39.91,F,F,47.9826,38125,William Clements,CS432,,,,,75,78.75757576,75
33635,28442,86,67.36,B,D+,47.9826,38125,William Clements,CS432,95,76.35227273,85,84.97619048,78,77.91176471,86
17871,28442,91.35,71.53,A-,C-,47.9826,38125,William Clements,CS432,null,31.9428,92,77.96428571,85,80.84615385,88.5
35380,28442,6.2,3.32,F,F,47.9826,38125,William Clements,CS432,85,76.35227273,88,83.63636364,50,74.13636364,74.33333333
11881,28442,62.17,48.7,D-,F,47.9826,38125,William Clements,CS432,85,76.70454545,92,77.96428571,85,84.51428571,87.33333333
5625,28442,57.12,45.3,F,F,47.9826,38125,William Clements,CS432,75,66.953125,95,75.85074627,88,80.84615385,86
24202,28442,70.04,55.62,C-,F,47.9826,38125,William Clements,CS432,85,76.70454545,95,84.97619048,95,73.81818182,91.66666667
25842,28442,97.57,76.25,A,C,47.9826,38125,William Clements,CS432,95,77.72340426,95,86.17073171,92,80.12121212,94
26783,28442,null,0,null,F,47.9826,38125,William Clements,CS432,,,,,85,76.69230769,85
10919,28442,65,49.29,D,F,47.9826,38125,William Clements,CS432,,,95,74.66666667,95,82.09090909,95
9289,28442,65.81,52.88,D,F,47.9826,38125,William Clements,CS432,75.44,76.05957895,83,81.07407407,73,82.09090909,77.14666667
17387,28442,32.92,25.75,F,F,47.9826,38125,William Clements,CS432,41.33,78.13083333,75,77.36842105,88,77.78787879,68.11
3889,28442,57.06,41.22,F,F,47.9826,38125,William Clements,CS432,74.11,74.09857143,83,75.85074627,85,73.81818182,80.70333333
7857,28442,96.85,75.1,A,C,47.9826,38125,William Clements,CS432,95.64,66.661875,95,85.96153846,95,88.0952381,95.21333333
7723,28442,76.86,60.14,C,D-,47.9826,38125,William Clements,CS432,94.68,52.05947368,95,84.97619048,85,85.8125,91.56
6274,28442,20.55,14.99,F,F,47.9826,38125,William Clements,CS432,80.82,77.88666667,73,81.71428571,83,87.94117647,78.94
21862,28442,12.19,8.72,F,F,47.9826,38125,William Clements,CS432,95,80.75438596,95,77.36842105,78,73.81818182,89.33333333
15726,28442,92.44,71.46,A-,C-,47.9826,38125,William Clements,CS432,100,71.91,95,79.09803922,95,84.51428571,96.66666667
732,28440,97.69,89.51,A,B+,61.39387755,38125,William Clements,CS416,95,80.75438596,95,82.09876543,88,85.42857143,92.66666667
44696,28440,65.28,11.95,D,F,61.39387755,38125,William Clements,CS416,62.01,61.07578947,85,82.85,83,75.85714286,76.67
17457,28440,75.17,69.19,C,D+,61.39387755,38125,William Clements,CS416,83,76.35227273,95,82.85,85,80.12121212,87.66666667
24895,28440,84.5,77.86,B,C+,61.39387755,38125,William Clements,CS416,95,76.35227273,95,82.85,88,75.85714286,92.66666667
42131,28440,95.28,87.37,A,B+,61.39387755,38125,William Clements,CS416,100,66.953125,95,86.17073171,95,73.81818182,96.66666667
3642,28440,96.43,88.35,A,B+,61.39387755,38125,William Clements,CS416,100.88,82.5304878,92,82.09876543,88,77.78787879,93.62666667
4189,28440,90.1,82.42,A-,B-,61.39387755,38125,William Clements,CS416,92,76.55882353,85,75.85074627,95,84.51428571,90.66666667
24172,28440,97.68,89.3,A,B+,61.39387755,38125,William Clements,CS416,95.8,69.9869697,95,82.85,85,75.36842105,91.93333333
32000,28440,63.1,58.25,D,F,61.39387755,38125,William Clements,CS416,94.55,70.69857143,92,82.97368421,78,80.12121212,88.18333333
29735,28440,77.66,71.45,C+,C-,61.39387755,38125,William Clements,CS416,,,72.87,75.056,85,90.86842105,78.935
25903,28440,91.4,83.88,A-,B,61.39387755,38125,William Clements,CS416,98.24,72.39350877,88,79.32258065,95,90.35483871,93.74666667
8932,28440,97.59,89.48,A,B+,61.39387755,38125,William Clements,CS416,,,95,77.5,92,75.85714286,93.5
29730,28440,71.73,65.92,C-,D,61.39387755,38125,William Clements,CS416,,,95,84.87096774,88,88.0952381,91.5
6506,28440,97.61,89.23,A,B+,61.39387755,38125,William Clements,CS416,,,92,84.87096774,95,88.0952381,93.5
15120,28440,64.27,59.05,D,F,61.39387755,38125,William Clements,CS416,93.17,78.24365854,75,82.09876543,85,90.86842105,84.39
2020,28440,22.27,9.23,F,F,61.39387755,38125,William Clements,CS416,100,76.05957895,95,84.87096774,95,88.0952381,96.66666667
29373,28440,66.06,60.68,D,D-,61.39387755,38125,William Clements,CS416,0,49.5586,,,,,0
14818,28440,16.35,7.88,F,F,61.39387755,38125,William Clements,CS416,91,70.74,97.79,36.7614,,,94.395
335,28440,71.75,66.37,C-,D,61.39387755,38125,William Clements,CS416,78.3,66.661875,92,84.87096774,92,77.79411765,87.43333333
352,28440,71.62,66.24,C-,D,61.39387755,38125,William Clements,CS416,97,77.30136986,95,82.12727273,95,85.8125,95.66666667
26431,28440,64.66,59.78,D,F,61.39387755,38125,William Clements,CS416,,,83,84.97619048,,,83
51835,28440,80.83,2.09,B-,F,61.39387755,38125,William Clements,CS416,,,100,84.5271875,95,78.75757576,97.5
18740,28440,30.51,18.57,F,F,61.39387755,38125,William Clements,CS416,95,82.50561798,88,77.36842105,95,77.78787879,92.66666667
20341,28440,44,34.38,F,F,61.39387755,38125,William Clements,CS416,97.44,82.5304878,95,82.85,92,90.86842105,94.81333333
